"magazine","year","month","seq_issue","page_no","category","title","sub-title","author(s)","photographer(s)","optional-1","optional-2","optional-3"
"AWW","1995","6","45","12","Q&A","Electronic Speed Controllers","","",""
"AWW","1995","6","45","12","Q&A","Plane speaking","","",""
"AWW","1995","6","45","12","Q&A","Router table or shaper?","","",""
"AWW","1995","6","45","14","Q&A","A note to the future","","",""
"AWW","1995","6","45","14","Q&A","Stock seasoning","","",""
"AWW","1995","6","45","16","Q&A","Finishing Honduras rosewood","","",""
"AWW","1995","6","45","22","Tech Tips","Air it out (in glue or finish cans)","","",""
"AWW","1995","6","45","22","Tech Tips","Barbecue steamer","","",""
"AWW","1995","6","45","22","Tech Tips","Hand-friendly knobs","","",""
"AWW","1995","6","45","22","Tech Tips","More on push sticks","","",""
"AWW","1995","6","45","22","Tech Tips","Planer depth gauge","","",""
"AWW","1995","6","45","22","Tech Tips","Profiling spade bits","","",""
"AWW","1995","6","45","24","Tech Tips","Brazing bandsaw blades","","",""
"AWW","1995","6","45","24","Tech Tips","Drilling pocket holes","","",""
"AWW","1995","6","45","24","Tech Tips","Filing sandpaper","","",""
"AWW","1995","6","45","24","Tech Tips","Knife edges on the tablesaw","","",""
"AWW","1995","6","45","24","Tech Tips","Resawing narrow stock","","",""
"AWW","1995","6","45","24","Tech Tips","See-through patterns","","",""
"AWW","1995","6","45","24","Tech Tips","Smoothing edges on acrylics","","",""
"AWW","1995","6","45","28","None","Colonial tavern table","build an early American classic fit for feasts or family repasts","Burak",""
"AWW","1995","6","45","33","None","Screws for woodworking","pick the right fastener for the job: a guide to heads, threads, metals and coatings","Anthony",""
"AWW","1995","6","45","38","None","Chatterwork","turn vibrations to your advantage","Paulsen",""
"AWW","1995","6","45","40","None","A different approach: chattering with a flexible chisel","","Klein",""
"AWW","1995","6","45","41","None","Tiny turning tools","","Paulsen",""
"AWW","1995","6","45","42","None","Planes for tongue and groove","a tool collector traces the development of a specialized hand plane","Hobbs",""
"AWW","1995","6","45","44","None","Don't reach for that router","hand planing a tongue & groove edge is quick and quiet","Dunbar",""
"AWW","1995","6","45","46","None","Greene and Greene nightstand","oriental elements make for beside elegance","Stockton",""
"AWW","1995","6","45","51","None","Tail vise retrofit","bench dogs and wooden jaws upgrade any bench","Greef",""
"AWW","1995","6","45","54","None","Quality saw blade sharpening","a good sharpening service can keep your carbide blade cutting like new","Steeg",""
"AWW","1995","6","45","56","None","Display stand","elegant support for your treasures","Tite",""
"AWW","1995","6","45","58","None","Breadboard ends","a classic technique for keeping wide panels flat","Korn",""
"AWW","1995","6","45","63","None","Buyer's guide to shop vacuums","find the best machine for your shop needs.","",""
"AWW","1995","6","45","70","Wood Facts","Cherry","","McClure",""
"AWW","1995","6","45","72","Just Finishing","Bleaching wood: 3 ways to lighten up","","Dresdner",""
"AWW","1995","6","45","78","Toolbox","Little jointer, big features (Enlon EN3100)","","",""
"AWW","1995","6","45","78","Toolbox","Low-tech mortiser","","",""
"AWW","1995","6","45","78","Toolbox","Power woodcarving gets easier (Arbortech)","","",""
"AWW","1995","6","45","78","Toolbox","Shelf-pin hole template","","",""
"AWW","1995","6","45","80","Toolbox","Flexible flush cutter (Veritas)","","",""
"AWW","1995","6","45","80","Toolbox","Marvellous mallets (Michelangelo's)","","",""
"AWW","1995","6","45","80","Toolbox","Multico PM20 mortiser","","",""
"AWW","1995","6","45","92","Gallery","Carving a niche","","",""
"AWW","1995","6","45","96","Shop Solutions","Hands free tenoning jig","cut tenons safely on the tablesaw with micrometer like precision","Wajszczuk",""
"AWW","1995","8","46","10","Q&A","Building in your head","","",""
"AWW","1995","8","46","10","Q&A","How to detect curly figure in logs?","","",""
"AWW","1995","8","46","10","Q&A","Restoring old tools","","",""
"AWW","1995","8","46","10","Q&A","Sawdust as fertilizer","","",""
"AWW","1995","8","46","12","Q&A","Dust collection on a contractor's saw","","",""
"AWW","1995","8","46","12","Q&A","Workbench height","","",""
"AWW","1995","8","46","14","Q&A","Finishing over PEG","","",""
"AWW","1995","8","46","14","Q&A","Stainless handsaw","","",""
"AWW","1995","8","46","20","Tech Tips","Dead-on dadoes","","",""
"AWW","1995","8","46","20","Tech Tips","Dowel grooving jig","","",""
"AWW","1995","8","46","20","Tech Tips","Dowel rod curves","","",""
"AWW","1995","8","46","20","Tech Tips","Retractable stop block","","",""
"AWW","1995","8","46","20","Tech Tips","Sawing square","","",""
"AWW","1995","8","46","20","Tech Tips","Sharpening on the run","","",""
"AWW","1995","8","46","20","Tech Tips","Veneer hammer","","",""
"AWW","1995","8","46","22","Tech Tips","Allen wrench handles","","",""
"AWW","1995","8","46","22","Tech Tips","Coping with warp","","",""
"AWW","1995","8","46","22","Tech Tips","Microwave wood bending","","",""
"AWW","1995","8","46","22","Tech Tips","Round the bend","","",""
"AWW","1995","8","46","22","Tech Tips","Sanding small wheels","","",""
"AWW","1995","8","46","22","Tech Tips","Spring clamps","","",""
"AWW","1995","8","46","22","Tech Tips","Steadyrest & beader","","",""
"AWW","1995","8","46","22","Tech Tips","Upgrade your scroll saw","","",""
"AWW","1995","8","46","26","None","Arts & Crafts armoire","knockdown construction is the key to this elegant cabinet","Lohr",""
