"magazine","year","month","seq_issue","page_no","category","title","sub-title","author(s)","photographer(s)","optional-1","optional-2","optional-3"
"FoMRHI","1975","11","1","C-1","Announcement","On early 16th century lute barring and bridge placement","","Segerman Abbott",""
"FoMRHI","1975","11","1","C-2","None","The problem of double bridges on 15th century illustrations of rebecs","","Rooley",""
"FoMRHI","1975","11","1","C-3","None","Gut strings","","Segerman Abbott",""
"FoMRHI","1975","11","1","C-4","None","An inductive thickness gauge","","Edmunds",""
"FoMRHI","1976","1","2","C-5","None","Geometric description and analysis of instrument shapes","","Abbott Segerman",""
"FoMRHI","1976","1","2","C-6","None","Some thoughts on a file of musical instruments","","Abbott Segerman",""
"FoMRHI","1976","1","2","C-7","None","Sources of information on authentic lutes","","Abbott Segerman",""
"FoMRHI","1976","1","2","C-8a","None","Pictures etc in the Ashmolean Museum","","Downing",""
"FoMRHI","1976","1","2","C-8","None","Some manuscripts in the British Library with musical instruments and a few other sources","","Montagu",""
"FoMRHI","1976","1","2","C-9","None","Comments on the catalogue of the V&A Museum","","Montagu",""
"FoMRHI","1976","4","3","C-10","None","Attitude to musical instrument conservation and restoration","","O'Brien",""
"FoMRHI","1976","4","3","C-11","None","Proposal for a computer-based index of data concerning historical documents","","Theakston",""
"FoMRHI","1976","4","3","C-12","None","Musical instruments in Jean de Gerson's Tractatus de Canticis","","Page",""
"FoMRHI","1976","4","3","C-13","None","Musical instruments in medieval Latin biblical glosses","","Page",""
"FoMRHI","1976","4","3","C-14","None","References to string materials in some medieval texts","","Page",""
"FoMRHI","1976","4","3","C-15","None","Historical background to the strings used by catgut scrapers","","Segerman Abbott",""
"FoMRHI","1976","4","3","C-16","None","On the Palmer orpharion","","Segerman Abbott",""
"FoMRHI","1976","4","3","C-17","None","Regarding lute pegs and bridges","","Curry",""
"FoMRHI","1976","4","3","C-18","Review","Blades, Montagu: Early percussion instruments from the middle ages to the baroque","","Bowles",""
"FoMRHI","1976","4","3","C-19","Review","Montagu: Making early percussion instruments","","Bowles",""
"FoMRHI","1976","4","3","C-20","Review","Marcuse: A survey of musical instruments","","Montagu",""
"FoMRHI","1976","7","4","C-21","None","The construction of a monochord","","Montagu",""
"FoMRHI","1976","7","4","C-22","None","The polishing of metal surfaces","","Betts",""
"FoMRHI","1976","7","4","C-23","None","Some notes on the use of benzotriazole as a preservative for copper and alloys of high copper content","","Betts",""
"FoMRHI","1976","7","4","C-24","None","A substitute for ivory","","Taggart",""
"FoMRHI","1976","7","4","C-25","None","A 16th century French description of gut strings in Turkey","","Wright",""
"FoMRHI","1976","7","4","C-26","None","The Early Musical Instrument Makers Association Limited","","Morley",""
"FoMRHI","1976","7","4","C-27","None","A letter to Editors of periodicals with interests in historical instruments","","Abbott Segerman Montagu",""
"FoMRHI","1976","7","4","C-28","None","A note on the preparation and distribution of instrument designs","","Abbott Segerman",""
"FoMRHI","1976","7","4","C-29","None","Design information for lute makers","","Segerman Abbott",""
"FoMRHI","1976","7","4","C-30","None","On single, octave or unison courses in early stringed instruments","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-31","None","A reconstruction of the Bosch hurdy-gurdy","","Tolley",""
"FoMRHI","1976","10","5","C-32","None","Burning as an alternative to boring","","Hailperin",""
"FoMRHI","1976","10","5","C-33","None","Colouring of instruments","","Lawrence",""
"FoMRHI","1976","10","5","C-34","None","On bending woods","","Hachez",""
"FoMRHI","1976","10","5","C-35","None","An ivory substitute","","Hachez",""
"FoMRHI","1976","10","5","C-36a","None","Comments on C-41","","Segerman",""
"FoMRHI","1976","10","5","C-36","None","Lessons about the naming of instruments offered by the early guitar and violin","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-37","None","Praetorius and the viola bastarda","","Abbott Segerman",""
"FoMRHI","1976","10","5","C-38","None","Praetorius and English pitch standards in the 17th century","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-39","None","On the string length of the 16th century vihuela da mano","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-40","None","Why are lute pegboxes bent back","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-41","None","Lute pegboxes and necks","","Samson",""
"FoMRHI","1976","10","5","C-42","None","Museums, commercialism and instrument drawings","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-43a","None","Comments on C-29","","Segerman Abbott",""
"FoMRHI","1976","10","5","C-43","None","Notes on the Horniman Museum Handbook","","Montagu",""
"FoMRHI","1976","10","5","C-44","Review","Montagu: The world of medieval and renaissance musical instruments","","Segerman",""
"FoMRHI","1976","10","5","C-44","Review","Munrow: Instruments of the middle ages and renaissance","","Segerman",""
"FoMRHI","1976","10","5","","Plans","Italian harpsichords, Wraight","","",""
"FoMRHI","1977","1","6","C-39a","None","Some notes on C-39","","Gill",""
"FoMRHI","1977","1","6","C-44a","Review","Munrow: Instruments of the middle ages and renaissance (part 1)","","Segerman",""
"FoMRHI","1977","1","6","C-45","None","Renaissance transposing keyboard instruments","","Meeùs",""
"FoMRHI","1977","1","6","C-46","None","Recommendations for drawings of keyboard instruments","","Barnes",""
"FoMRHI","1977","1","6","C-47","None","Lute pegboxes in pictures 1600-1800","","Samson",""
"FoMRHI","1977","1","6","C-48","None","The twelve-course lute","","Samson",""
"FoMRHI","1977","1","6","C-49","None","Classic guitar shape","","Ecker",""
"FoMRHI","1977","1","6","C-50","None","Jerome of Moravia and bridge curvature in the medieval fiddle","","Segerman Abbott",""
"FoMRHI","1977","1","6","C-51","None","Some speculations on medieval fiddle technique","","Segerman Abbott",""
"FoMRHI","1977","1","6","C-52","None","What is a musical instrument","","Marvin",""
"FoMRHI","1977","1","6","C-53","None","The words authentic and original","","Segerman",""
"FoMRHI","1977","1","6","C-54","None","Felling your own timber","","Rawson",""
"FoMRHI","1977","1","6","","Plans","List Metropolitan Museum of Art, New York","","",""
"FoMRHI","1977","1","6","","Announcement","FoMRHI rules","","",""
"FoMRHI","1977","4","7","C-40a","None","In defence of C-40","","Segerman",""
"FoMRHI","1977","4","7","C-44b","Review","Munrow: Instruments of the middle ages and renaissance (part 2)","","Segerman",""
"FoMRHI","1977","4","7","C-55","None","Reports on FoMRHI seminars Syrus","","Montagu",""
"FoMRHI","1977","4","7","C-56","None","FoMRHI book news","","Montagu",""
"FoMRHI","1977","4","7","C-57","None","Renaissance transposing keyboard instruments II","","Meeùs",""
"FoMRHI","1977","4","7","C-58","None","Jerome of Moravia","","Baines",""
"FoMRHI","1977","4","7","C-59","None","The names, string lengths and pitch standards of extended-neck lutes in the 17th century","","Abbott Segerman",""
"FoMRHI","1977","4","7","C-60a","None","Some comments on C-60","","Montagu",""
"FoMRHI","1977","4","7","C-60","None","Instrument research through artist's depiction","","Ecker",""
"FoMRHI","1977","4","7","C-61","None","Detection of reinforcing bars in instruments","","Wood",""
"FoMRHI","1977","4","7","C-62","None","Bending irons","","Garrod, Abbott, Young",""
"FoMRHI","1977","4","7","C-63","None","On measures of instruments in museums","","Segerman, Abbott",""
"FoMRHI","1977","4","7","C-64","None","Freighting instruments from the U.K","","Wood",""
"FoMRHI","1977","7","8","C-10a","None","Comment on C-10: attitudes to musical instrument conservation and restoration by O'Brien","","Barnes",""
"FoMRHI","1977","7","8","C-39b","None","Comments on comments (C-39a) on C-39","","Segerman Abbott",""
"FoMRHI","1977","7","8","C-44c","Review","Montagu: The world of medieval and renaissance musical instruments (part 1)","","Segerman",""
"FoMRHI","1977","7","8","C-58a","None","On prematurity of communication","","Segerman Abbott",""
"FoMRHI","1977","7","8","C-65","None","On the sizes of renaissance and baroque viols and violins","","Segerman",""
"FoMRHI","1977","7","8","C-66","None","The range of pitch with gut strings of a given length","","Samson",""
"FoMRHI","1977","7","8","C-67","None","Principal instruments of 14th century Italy and their structural features","","Mayor Brown",""
"FoMRHI","1977","7","8","C-68","None","Comments on technical drawings and photographs of musical instruments","","Lee",""
"FoMRHI","1977","7","8","C-69","None","On the dangers of becoming an established scholar","","Segerman",""
"FoMRHI","1977","7","8","C-70","None","Profile turning of reamer blanks for use in woodwind","","Cameron",""
"FoMRHI","1977","7","8","C-71","None","Humidity cycling for stabilisation of gut and wood","","Abbott Segerman Rolfe",""
"FoMRHI","1977","7","8","C-72","Review","Tullberg: The manufacture of musical instruments","","Montagu",""
"FoMRHI","1977","7","8","C-73","Review","Diagram_group: Musical instruments of the world","","Montagu",""
"FoMRHI","1977","7","8","C-74","None","Medieval carvings of musical instruments in St Mary's Church Shrewsbury","","Wright",""
"FoMRHI","1977","7","8","","Plans","List V&A Museum, London","","",""
"FoMRHI","1977","10","9","C-44d","Review","Montagu: The world of medieval and renaissance musical instruments","","Segerman (part 2)",""
"FoMRHI","1977","10","9","C-75","None","Notes on the barring of an Arabian lute","","Downing",""
"FoMRHI","1977","10","9","C-76","None","Notes on the preservation and repair of the shakuhachi","","Mayers",""
"FoMRHI","1977","10","9","C-77","None","Restoration of cupped Flemish wrestplanks","","Lee",""
"FoMRHI","1977","10","9","C-78","None","Profiling and tuning of viol front plates","","Strahle",""
"FoMRHI","1977","10","9","C-79","None","Another note concerning Praetorius's pitch standards","","Segerman",""
"FoMRHI","1977","10","9","C-80","None","Some reflections on the acoustics of the cornett","","Leguy",""
"FoMRHI","1977","10","9","C-81","None","The string formula","","van Pelt",""
"FoMRHI","1977","10","9","C-82","None","Comment on C-81","","Segerman Abbott",""
"FoMRHI","1977","10","9","C-83","None","Wrought iron music wire","","Karp",""
"FoMRHI","1977","10","9","C-84","None","Accuracy of measurement of woodwinds and the exact copy","","Karp",""
"FoMRHI","1977","10","9","C-85","None","More comments on measured drawings of keyboard instruments","","Debenham",""
"FoMRHI","1977","10","9","C-86","None","On measurement","","Robinson",""
"FoMRHI","1977","10","9","C-87","None","On C-67","","Hailperin",""
"FoMRHI","1977","10","9","C-88","None","A reasoned and practical approach to mean-tone fretting","","Segerman Abbott",""
"FoMRHI","1977","10","9","C-89","None","On medieval and early renaissance tunings and fretting patterns","","Segerman",""
"FoMRHI","1977","10","9","C-90","Review","Katalog der Streichinstrumente Berlin","","Montagu",""
"FoMRHI","1977","10","9","C-91","Review","van der Meer, Thibault: Preservation and restoration of musical instruments","","Montagu",""
"FoMRHI","1977","10","9","C-92","Review","Jenkins: International dictionary of musical instruments","","Montagu",""
"FoMRHI","1978","1","10","C-100","None","Early musical instruments for school construction","","Tolley Roscow Allison",""
"FoMRHI","1978","1","10","C-101","None","On C-76 and woodwind crack repair","","Karp",""
"FoMRHI","1978","1","10","C-102","None","Overspun strings","","Karp",""
"FoMRHI","1978","1","10","C-103","None","The interaction between gut string technology and instrument ranges and sizes up to the 18th century","","Segerman",""
"FoMRHI","1978","1","10","C-104","None","A description of the early Irish harp","","Hobrough",""
"FoMRHI","1978","1","10","C-105","None","About old music wire","","Gug",""
"FoMRHI","1978","1","10","C-106","Review","Karp: Basic keyboard tuning techniques","","Montagu",""
"FoMRHI","1978","1","10","C-107","Review","Varquin: hurdy-gurdy drawing","","Tolley",""
"FoMRHI","1978","1","10","C-108","Review","Scheurwater, van Acht: Old harpsichords, their construction and restoration","","Barnes",""
"FoMRHI","1978","1","10","C-109","Review","Stradner: Die musikinstrumente im Seiermarkischen Landeszeughaus in Graz","","Montagu",""
"FoMRHI","1978","1","10","C-110a","Review","Kjeldsberg: Klemt og Klang","Ringve Museum","Montagu",""
"FoMRHI","1978","1","10","C-110","Review","Kjeldsberg: Musikinstrumenter ved Ringve Museum","","Montagu",""
"FoMRHI","1978","1","10","C-111","Review","Stockmann: Studia Instrumentorum Musicae Popularis, Musikhistoriska museets skrifter","","Montagu",""
"FoMRHI","1978","1","10","C-44e","Review","Montagu: The world of medieval and renaissance musical instruments","","Segerman (part 3)",""
"FoMRHI","1978","1","10","C-93","None","Report on the 16th century seminar","","Montagu Segerman",""
"FoMRHI","1978","1","10","C-94","None","Some thoughts on gut string history before 1600","","Segerman",""
"FoMRHI","1978","1","10","C-95","None","A correction to C-50 on Jerome of Moravia's second fiddle tuning","","Segerman",""
"FoMRHI","1978","1","10","C-96","None","A hypothesis on the symphony","","Montagu",""
"FoMRHI","1978","1","10","C-97","None","Cetra et cetera","","Allworth",""
"FoMRHI","1978","1","10","C-98","None","Lead in harpsichord keyboards","","Rawson",""
"FoMRHI","1978","1","10","C-99","None","Seasoning your own timber","","Rawson",""
"FoMRHI","1978","4","11","C-112","None","The compass of the Royal College of Music clavicytherium","","Debenham",""
"FoMRHI","1978","4","11","C-113","None","Reproductions","","Garrod",""
"FoMRHI","1978","4","11","C-114","None","On the construction of Ruckers harpsichords","","Gug",""
"FoMRHI","1978","4","11","C-115","None","More about drawings of keyboard instruments","","Barnes",""
"FoMRHI","1978","4","11","C-116","None","The circulation of restoration reports: restoration of square piano c.1820 by Gaiser","","Barnes",""
"FoMRHI","1978","4","11","C-117","None","Documentation of a Fort'e Piano mechanism once existing in the Giusti harpsichord","","Sutherland",""
"FoMRHI","1978","4","11","C-118","None","A Ganassi flauto","","Marvin",""
"FoMRHI","1978","4","11","C-119","None","Three full-sized line drawings of historical wind instruments","","Cousen",""
"FoMRHI","1978","4","11","C-120","None","Reed-gouging tool","","Holmes",""
"FoMRHI","1978","4","11","C-121","None","Woodwind measurements","","Whinray",""
"FoMRHI","1978","4","11","C-122","None","A shaper for recorder block blanks","","Whinray",""
"FoMRHI","1978","4","11","C-123","None","Information on regals and foreign language dictionaries","","Young",""
"FoMRHI","1978","4","11","C-124","None","An analysis of the fretting of the Canpi cittern at the Royal College of Music in London","","Segerman",""
"FoMRHI","1978","4","11","C-125","None","On C-97: Cetra fret blocks","","Segerman",""
"FoMRHI","1978","4","11","C-126","None","Twist your strings to improve tone and fretting accuracy","","Segerman Abbott",""
"FoMRHI","1978","4","11","C-127","None","More comments on C-39, 39a and 39b","","Gill",""
"FoMRHI","1978","4","11","C-128","None","The Maler and Frei lutes - some observations","","Downing",""
"FoMRHI","1978","4","11","C-129","None","String tension on Mersenne's lute","","Segerman",""
"FoMRHI","1978","4","11","C-130","None","Clean edges on gold leaf","","Douglas",""
"FoMRHI","1978","4","11","C-131","None","Some historical notes on acid staining","","Owen",""
"FoMRHI","1978","4","11","C-132","None","Two simple varnishes","","Rubin",""
"FoMRHI","1978","4","11","C-133","None","A gauge for measuring front-plate thickness profiles of viols","","Strahle",""
"FoMRHI","1978","4","11","C-134","None","On wire-comms and wire-comm comments","","Karp",""
"FoMRHI","1978","4","11","","Plans","List Brussels Museum","","",""
"FoMRHI","1978","4","11","","Plans","List Société des Amis du Musée Instrumental, Paris","","",""
"FoMRHI","1978","7","12","C-135","None","A proposed device for more accurate acoustical duplication of stringed instruments","","Segerman",""
