"magazine","year","month","seq_issue","page_no","category","title","sub-title","author(s)","photographer(s)","optional-1","optional-2","optional-3"
"FWW","1976","1","1","0","Methods of Work","Fine Wood Working Techniques, vol 1","selected articles from FWW #1-#7","Taunton Press","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","1","None","Wood","a look at this fundamental material","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","12","None","Water and wood","the problems of a difficult pair","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","16","None","Drying wood","the fundamental considerations","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","20","None","Chair woods","lessons from the past on choosing the right woods","Whitley","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","22","None","Exotic woods","observations of a master turner","Stocksdale","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","27","None","Textbook mistakes","somebody forgot that wood always moves","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","29","None","Dry kiln","a design to season 500 board feet","Rice","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","34","None","Solar kiln","boards emerge bright check-free","Bois","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","35","None","Spalted wood","rare jewels from death and decay","Lindquist","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","40","None","Workbench","a design for holding the work","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","46","None","Hand planers","the care and making of a misunderstood tool","Ellsworth","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","53","None","Plane speaking","one man's guide","Sutter","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","54","None","Which three","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","54","Methods of Work","English plane","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","54","Methods of Work","Using chalk","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","56","None","Micro bevels","getting a better edge","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","57","None","The scraper","a most versatile tool","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","60","None","Making shaper knives","","Bargeron","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","63","None","Bench stones","the variables that produce the better edge.","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","64","Methods of Work","Ball plane","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","64","Methods of Work","Darkening glue lines","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","64","Methods of Work","V-block for resawing","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","65","None","Antique tools","a buyer's guide to many you can use","Sutter","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","68","None","Stroke sander","building a machine to smooth flat panels","Rekoff","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","74","None","Wood threads","a handmade tap and screw box","Starr","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","78","None","A small tap of metal","","Robinson","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","79","None","Expansion bits","","Starr","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","80","None","Sizing threads","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","81","None","Two tools: push-stick","duckbill scriber","Hoadley, Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","82","None","Heat treating","making (or fixing) your tools","Harrison","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","86","None","Glues and gluing, woodworking adhesives, used correctly","are stronger than wood","Hoadley","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","91","None","Hand dovetails","they are really not that hard to do","Mattia","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","96","None","Mortice and tenon","choosing this basic joint","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","102","None","Carcase construction","choosing and making the right joints","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","103","None","Making a lock miter","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","103","None","Making a spline miter","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","104","None","Making multiple-spline joints","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","106","None","Making a finger joint","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","107","None","Making a full-blind dovetail","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","107","None","Making hand-cut sliding dovetails","","Frid","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","108","Methods of Work","Cleaning saw blades","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","108","Methods of Work","Dovetail square","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","108","Methods of Work","Sliding dovetail saw","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","109","None","Antiqued pine furniture","distressing won't hide sloppy work","Bittinger","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","114","None","Dealing with plywood","","Seemuller","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","114","Methods of Work","Poor boy's scriber","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","114","Methods of Work","Repairing mallets","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","114","Methods of Work","Wooden box hinge","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","116","None","Desert cabinetry","coping with six percent moisture","Simons","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","120","None","Spiral steps","the trick is to make them strong and graceful","Livingston","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","122","None","Two sticks","ancient method simplifies layout of big jobs","Gilpin","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","126","None","Guitar joinery","the balance between structure and tone","Cumpiano","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","130","None","French polishing","the disappearing art of getting a fine shellac finish.","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","132","None","Oil and varnish mix","making oil more durable","Osgood","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","132","Methods of Work","Finish samples","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","134","None","Checkered bowls","reinterpreting in wood the designs of the American Indians","Fischman","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","138","None","The bowl gouge","using long-and-strong tools to turn the outside","Child","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","141","None","Bowl turning","on the inside","Child","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","141","Methods of Work","Cutting circles","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","141","Methods of Work","Natural stains","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","145","None","Split turnings","using green logs to turn a camel","Kelsey","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","149","None","Green bowls, turn unseasoned wood, dry it","then turn again","Stirt","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","152","None","Patch-pad cutting","a basic method for cutting marquetry","Beck","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","154","Methods of Work","Trimming veneers","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","154","Methods of Work","When screws snap","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","155","None","Marquetry cutting","","Rose","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","158","Methods of Work","Raising arched panels","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","158","Methods of Work","Waxing saw tables","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","160","None","Hand shaping","a simple approach to sculpturing wood","Jackson","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","162","None","Carving fans, reproductions gain richness","authenticity","Bushnell","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","164","None","Gothic tracery","working with intriguing medieval designs","Hasbrouck","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","166","Methods of Work","A router plane","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","166","Methods of Work","Finishing clocks","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","166","Methods of Work","Raising dents","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","167","None","Tackling carving","no need for a carving set","Butler","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","169","Methods of Work","Bench-top clamps","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","169","Methods of Work","More clamps","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","169","Methods of Work","making clamps","","","","","","","","","","","","","","","","","","","","",""
"FWW","1976","1","1","170","None","Lute roses","delicate patterns are cut or sawn","Elder","","","","","","","","","","","","","","","","","","",""
